::1 - - [24/Jun/2025 16:41:45] "GET /mspacman-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:41:45] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:41:45] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:42:08] "GET /mspacman-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:42:08] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:42:08] "GET /mspacman-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:42:08] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:42:11] "GET /mspacman-GG/index.html?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750776131148 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:42:11] "GET /mspacman-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:42:11] "GET /pacman-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:42:11] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:42:11] "GET /pacman-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:42:11] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:44:40] "GET /pacman-GG/index.html?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750776280576 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:44:40] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:44:40] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:45:01] code 404, message File not found
::1 - - [24/Jun/2025 16:45:01] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
::1 - - [24/Jun/2025 16:45:01] code 404, message File not found
::1 - - [24/Jun/2025 16:45:01] code 404, message File not found
::1 - - [24/Jun/2025 16:45:01] "GET /apple-touch-icon.png HTTP/1.1" 404 -
::1 - - [24/Jun/2025 16:45:01] code 404, message File not found
::1 - - [24/Jun/2025 16:45:01] "GET /favicon.ico HTTP/1.1" 404 -
::1 - - [24/Jun/2025 16:45:01] "GET /favicon.ico HTTP/1.1" 404 -
::ffff:127.0.0.1 - - [24/Jun/2025 16:45:25] "GET /pacman-GG/index.html HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [24/Jun/2025 16:45:25] "GET /pacman-GG/style.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [24/Jun/2025 16:45:25] "GET /shared-styles.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [24/Jun/2025 16:45:25] "GET /pacman-GG/script.js HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [24/Jun/2025 16:45:25] code 404, message File not found
::ffff:127.0.0.1 - - [24/Jun/2025 16:45:25] "GET /favicon.ico HTTP/1.1" 404 -
::1 - - [24/Jun/2025 16:46:53] "GET /?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750776413736 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:46:53] "GET /styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:47:01] "GET /mspacman-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:47:01] "GET /mspacman-GG/style.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:47:01] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:47:12] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:48:08] "GET /index.html HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:48:08] "GET /styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:48:08] "GET /styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:48:11] "GET /mspacman-GG/index.html HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:48:11] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:48:11] "GET /mspacman-GG/style.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:48:11] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:58:40] "GET /pacman-GG/index.html?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750777120314 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:58:40] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:58:40] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:58:46] "GET /mspacman-GG/index.html?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750777126039 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 16:58:46] "GET /mspacman-GG/style.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 16:58:46] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:04:09] "GET /pacman-GG/index.html?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750777449888 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:04:09] "GET /shared-styles.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:04:14] "GET /mspacman-GG/index.html?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750777454151 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:04:14] "GET /mspacman-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:25:52] "GET /index.html HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:25:52] "GET /styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:25:52] "GET /styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:25:54] "GET /index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:25:54] "GET /styles.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:25:56] "GET /snake-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:25:56] "GET /snake-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:25:56] "GET /snake-GG/script.js HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:26:06] "GET /breakout-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:26:07] "GET /breakout-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:26:07] "GET /breakout-GG/script.js HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:26:07] code 404, message File not found
::1 - - [24/Jun/2025 17:26:07] "GET /breakout-GG/assets/favicon.ico HTTP/1.1" 404 -
::1 - - [24/Jun/2025 17:26:07] code 404, message File not found
::1 - - [24/Jun/2025 17:26:07] "GET /breakout-GG/sw.js HTTP/1.1" 404 -
::1 - - [24/Jun/2025 17:26:20] code 404, message File not found
::1 - - [24/Jun/2025 17:26:20] "GET /breakout-GG/sw.js HTTP/1.1" 404 -
::1 - - [24/Jun/2025 17:26:27] "GET /fruit-catcher-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:26:27] "GET /fruit-catcher-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:26:27] "GET /fruit-catcher-GG/script.js HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:26:47] "GET /asteroids-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:26:47] "GET /asteroids-GG/script.js HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:26:47] "GET /asteroids-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:27:10] "GET /space-invaders-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:27:10] "GET /space-invaders-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:27:10] "GET /space-invaders-GG/script.js HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:27:46] "GET /pacman-GG/index.html HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:27:46] "GET /pacman-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:27:46] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:27:46] "GET /shared-styles.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:27:46] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:28:11] "GET /mspacman-GG/index.html HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:28:11] "GET /mspacman-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:28:11] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:28:11] "GET /mspacman-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:28:11] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:28:52] "GET /index.html HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:28:52] "GET /styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 17:28:59] "GET /tetris-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:28:59] "GET /tetris-GG/script.js HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:28:59] "GET /tetris-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:40:36] "GET /pong-GG/?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750779636240 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:40:36] "GET /pong-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:40:36] "GET /shared-styles.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:40:36] "GET /pong-GG/script.js HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:41:57] "GET /?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750779717908 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:42:10] "GET /pong-GG/index.html?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750779730485 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:42:10] "GET /pong-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 17:42:10] "GET /pong-GG/script.js HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:17:23] "GET /index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:17:23] "GET /styles.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:17:23] "GET /styles.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:17:26] "GET /pong-GG/index.html HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:17:26] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:17:26] "GET /pong-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:17:26] "GET /pong-GG/script.js HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:18:31] "GET /mspacman-GG/index.html HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:18:31] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:18:31] "GET /mspacman-GG/style.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:18:31] "GET /mspacman-GG/style.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:18:31] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:19:03] "GET /pacman-GG/index.html HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:19:03] "GET /pacman-GG/style.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:19:03] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:19:03] "GET /pacman-GG/style.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:19:03] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:20:23] code 404, message File not found
::1 - - [24/Jun/2025 19:20:23] "GET /breakout-GG/sw.js HTTP/1.1" 404 -
::1 - - [24/Jun/2025 19:34:54] "GET /pong-GG/?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750786494006 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:34:54] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:34:54] "GET /pong-GG/style.css HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:34:54] "GET /pong-GG/script.js HTTP/1.1" 304 -
::1 - - [24/Jun/2025 19:34:57] "GET /?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750786497617 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:34:57] "GET /styles.css HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:39:52] "GET /pong-GG/?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750786792859 HTTP/1.1" 200 -
::1 - - [24/Jun/2025 19:39:52] "GET /css-tokens.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 16:50:15] "GET /pong-GG/?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750863015211 HTTP/1.1" 200 -
::1 - - [25/Jun/2025 16:50:15] "GET /css-tokens.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 16:50:15] "GET /pong-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 16:50:15] "GET /pong-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 16:50:15] "GET /shared-styles.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 16:50:19] "GET /?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750863019445 HTTP/1.1" 200 -
::1 - - [25/Jun/2025 16:50:19] "GET /styles.css HTTP/1.1" 304 -
::1 - - [25/Jun/2025 18:47:57] "GET /pong-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:48:34] "GET /index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:48:36] "GET /breakout-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:48:36] "GET /breakout-GG/script.js HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:48:36] "GET /breakout-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:48:36] code 404, message File not found
::1 - - [25/Jun/2025 18:48:36] "GET /breakout-GG/sw.js HTTP/1.1" 404 -
::1 - - [25/Jun/2025 18:49:03] "GET /pacman-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:03] "GET /pacman-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:03] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 18:49:15] "GET /mspacman-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:15] "GET /mspacman-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:15] "GET /mspacman-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 18:49:18] "GET /snake-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:18] "GET /snake-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:18] "GET /snake-GG/script.js HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:24] "GET /asteroids-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:24] "GET /asteroids-GG/style.css HTTP/1.1" 304 -
::1 - - [25/Jun/2025 18:49:24] "GET /asteroids-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 18:49:38] "GET /space-invaders-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:38] "GET /space-invaders-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:38] "GET /space-invaders-GG/script.js HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:43] "GET /tetris-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:43] "GET /tetris-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 18:49:43] "GET /tetris-GG/script.js HTTP/1.1" 200 -
::1 - - [25/Jun/2025 19:00:07] "GET /pong-GG/?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750870807179 HTTP/1.1" 200 -
::1 - - [25/Jun/2025 19:00:07] "GET /css-tokens.css HTTP/1.1" 304 -
::1 - - [25/Jun/2025 19:00:07] "GET /shared-styles.css HTTP/1.1" 304 -
::1 - - [25/Jun/2025 19:00:07] "GET /pong-GG/style.css HTTP/1.1" 304 -
::1 - - [25/Jun/2025 19:00:11] "GET /?id=ba230b97-e2e1-4585-b4e0-9e316162001c&vscodeBrowserReqId=1750870811092 HTTP/1.1" 200 -
::1 - - [25/Jun/2025 19:05:22] "GET /pong-GG/ HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:01:37] "GET /snake-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:01:37] "GET /css-tokens.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:01:37] "GET /shared-styles.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:01:37] "GET /snake-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:01:37] "GET /snake-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:01:37] "GET /game-shell.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:02:31] "GET /index.html HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:02:31] "GET /styles.css HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:02:31] "GET /styles.css HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:02:33] "GET /breakout-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:02:33] code 404, message File not found
::1 - - [25/Jun/2025 20:02:33] "GET /breakout-GG/sw.js HTTP/1.1" 404 -
::1 - - [25/Jun/2025 20:02:44] "GET /fruit-catcher-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:02:44] "GET /fruit-catcher-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:02:44] "GET /fruit-catcher-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:02:44] "GET /fruit-catcher-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:02:44] "GET /fruit-catcher-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:03:15] "GET /asteroids-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:03:15] "GET /asteroids-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:03:15] "GET /asteroids-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:03:15] "GET /asteroids-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:03:15] "GET /asteroids-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:03:28] "GET /space-invaders-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:03:28] "GET /space-invaders-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:03:28] "GET /space-invaders-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:03:28] "GET /space-invaders-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:03:28] "GET /space-invaders-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:03:43] "GET /pacman-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:03:43] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:03:43] "GET /pacman-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:03:43] "GET /pacman-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:03:43] "GET /pacman-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:04:08] "GET /tetris-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:04:08] "GET /tetris-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:04:08] "GET /tetris-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:04:08] "GET /tetris-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:04:08] "GET /tetris-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:05:03] "GET /pong-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:05:03] "GET /pong-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:05:03] "GET /pong-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:05:03] "GET /pong-GG/style.css HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:05:03] "GET /pong-GG/script.js HTTP/1.1" 304 -
::1 - - [25/Jun/2025 20:20:51] "GET /mspacman-GG/index.html HTTP/1.1" 200 -
::1 - - [25/Jun/2025 20:20:51] "GET /shared-styles.css HTTP/1.1" 200 -
